Order_Date,Order_Priority,Ord_id
12/11/18,HIGH,Ord_1461
10/09/04,HIGH,Ord_1462
10/09/30,LOW,Ord_1463
11/01/27,HIGH,Ord_1464
11/12/18,MEDIUM,Ord_1465
11/01/25,LOW,Ord_1466
10/09/17,CRITICAL,Ord_1467
12/12/30,LOW,Ord_1468
12/09/07,HIGH,Ord_1469
11/04/22,NOT SPECIFIED,Ord_1470
12/04/17,MEDIUM,Ord_1471
11/06/16,HIGH,Ord_1472
11/04/07,LOW,Ord_1473
09/07/30,NOT SPECIFIED,Ord_1474
11/12/04,NOT SPECIFIED,Ord_1475
12/03/20,NOT SPECIFIED,Ord_1476
12/12/19,MEDIUM,Ord_1477
09/03/15,HIGH,Ord_1478
10/11/22,HIGH,Ord_1479
10/03/15,CRITICAL,Ord_1480
10/02/03,HIGH,Ord_1481
11/09/15,MEDIUM,Ord_1482
10/11/24,MEDIUM,Ord_1483
10/09/14,HIGH,Ord_1484
11/07/08,HIGH,Ord_1485
11/02/04,MEDIUM,Ord_1486
09/08/24,MEDIUM,Ord_1487
10/07/21,LOW,Ord_1488
09/10/04,NOT SPECIFIED,Ord_1489
09/09/17,CRITICAL,Ord_1490
12/06/04,HIGH,Ord_1491
10/02/22,HIGH,Ord_1492
12/09/19,LOW,Ord_1493
10/03/22,CRITICAL,Ord_1494
10/10/20,MEDIUM,Ord_1495
10/03/21,MEDIUM,Ord_1496
12/07/07,LOW,Ord_1497
11/09/04,CRITICAL,Ord_1498
11/07/02,CRITICAL,Ord_1499
10/10/18,LOW,Ord_1500
10/04/08,LOW,Ord_1501
12/08/03,LOW,Ord_1502
12/11/11,HIGH,Ord_1503
09/06/29,MEDIUM,Ord_1504
09/02/16,LOW,Ord_1505
10/12/27,CRITICAL,Ord_1506
10/11/25,HIGH,Ord_1507
09/11/25,MEDIUM,Ord_1508
12/08/19,HIGH,Ord_1509
09/03/24,NOT SPECIFIED,Ord_1510
12/03/29,MEDIUM,Ord_1511
11/12/16,MEDIUM,Ord_1512
10/08/27,CRITICAL,Ord_1513
11/10/12,HIGH,Ord_1514
12/10/19,HIGH,Ord_1515
11/10/28,NOT SPECIFIED,Ord_1516
12/02/13,NOT SPECIFIED,Ord_1517
10/09/29,LOW,Ord_1518
10/11/18,MEDIUM,Ord_1519
09/09/11,HIGH,Ord_1520
09/10/23,MEDIUM,Ord_1521
10/08/14,HIGH,Ord_1522
11/10/18,HIGH,Ord_1523
12/09/24,NOT SPECIFIED,Ord_1524
11/04/03,MEDIUM,Ord_1525
10/05/25,HIGH,Ord_1526
10/08/13,MEDIUM,Ord_1527
10/10/09,MEDIUM,Ord_1528
09/05/04,HIGH,Ord_1529
12/01/28,CRITICAL,Ord_1530
09/02/23,CRITICAL,Ord_1531
11/08/30,CRITICAL,Ord_1532
10/12/19,CRITICAL,Ord_1533
10/03/24,LOW,Ord_1534
12/05/25,LOW,Ord_1535
09/12/12,MEDIUM,Ord_1536
10/11/30,HIGH,Ord_1537
11/04/05,MEDIUM,Ord_1538
10/02/15,CRITICAL,Ord_1539
11/04/20,LOW,Ord_1540
10/07/14,CRITICAL,Ord_1541
12/02/15,LOW,Ord_1542
09/09/14,NOT SPECIFIED,Ord_1543
09/12/09,NOT SPECIFIED,Ord_1544
12/08/05,CRITICAL,Ord_1545
09/05/05,LOW,Ord_1546
11/04/17,CRITICAL,Ord_1547
09/05/21,MEDIUM,Ord_1548
10/06/25,LOW,Ord_1549
12/10/26,LOW,Ord_1550
10/07/17,CRITICAL,Ord_1551
12/05/14,HIGH,Ord_1552
09/06/13,LOW,Ord_1553
12/04/09,LOW,Ord_1554
10/06/27,HIGH,Ord_1555
09/09/04,LOW,Ord_1556
11/02/24,MEDIUM,Ord_1557
11/02/18,HIGH,Ord_1558
09/08/17,HIGH,Ord_1559
12/07/07,LOW,Ord_1560
10/02/21,NOT SPECIFIED,Ord_1561
10/09/30,LOW,Ord_1562
09/12/09,CRITICAL,Ord_1563
09/04/07,MEDIUM,Ord_1564
12/01/31,NOT SPECIFIED,Ord_1565
11/09/10,LOW,Ord_1566
12/02/02,MEDIUM,Ord_1567
09/10/02,MEDIUM,Ord_1568
11/05/22,HIGH,Ord_1569
09/09/24,MEDIUM,Ord_1570
11/10/01,LOW,Ord_1571
10/07/22,HIGH,Ord_1572
12/04/26,NOT SPECIFIED,Ord_1573
10/12/21,MEDIUM,Ord_1574
11/03/10,LOW,Ord_1575
10/02/16,LOW,Ord_1576
12/06/10,NOT SPECIFIED,Ord_1577
09/10/04,CRITICAL,Ord_1578
10/09/03,CRITICAL,Ord_1579
09/07/30,HIGH,Ord_1580
11/07/12,CRITICAL,Ord_1581
09/01/20,HIGH,Ord_1582
10/05/14,MEDIUM,Ord_1583
12/09/04,MEDIUM,Ord_1584
10/03/12,NOT SPECIFIED,Ord_1585
11/03/13,HIGH,Ord_1586
10/06/14,LOW,Ord_1587
10/09/05,MEDIUM,Ord_1588
10/06/17,LOW,Ord_1589
10/09/02,MEDIUM,Ord_1590
11/03/05,LOW,Ord_1591
12/12/24,CRITICAL,Ord_1592
12/05/28,CRITICAL,Ord_1593
10/11/19,HIGH,Ord_1594
09/11/02,CRITICAL,Ord_1595
12/11/13,HIGH,Ord_1596
09/06/12,NOT SPECIFIED,Ord_1597
11/02/14,LOW,Ord_1598
11/06/02,MEDIUM,Ord_1599
10/01/04,CRITICAL,Ord_1600
12/02/21,MEDIUM,Ord_1601
09/06/12,MEDIUM,Ord_1602
12/06/27,LOW,Ord_1603
09/05/22,LOW,Ord_1604
10/05/03,HIGH,Ord_1605
09/06/18,LOW,Ord_1606
12/07/05,MEDIUM,Ord_1607
12/01/04,NOT SPECIFIED,Ord_1608
11/07/17,LOW,Ord_1609
12/01/26,MEDIUM,Ord_1610
10/11/27,NOT SPECIFIED,Ord_1611
09/03/28,NOT SPECIFIED,Ord_1612
12/03/12,LOW,Ord_1613
10/01/02,HIGH,Ord_1614
09/11/25,MEDIUM,Ord_1615
12/03/09,CRITICAL,Ord_1616
09/03/29,NOT SPECIFIED,Ord_1617
10/03/17,LOW,Ord_1618
09/04/01,HIGH,Ord_1619
11/05/25,CRITICAL,Ord_1620
11/05/20,MEDIUM,Ord_1621
11/07/09,NOT SPECIFIED,Ord_1622
09/07/21,LOW,Ord_1623
11/12/17,CRITICAL,Ord_1624
12/08/11,HIGH,Ord_1625
10/09/06,LOW,Ord_1626
12/04/03,LOW,Ord_1627
12/12/21,NOT SPECIFIED,Ord_1628
09/02/27,HIGH,Ord_1629
10/10/03,MEDIUM,Ord_1630
10/12/09,MEDIUM,Ord_1631
10/03/24,LOW,Ord_1632
11/01/11,NOT SPECIFIED,Ord_1633
10/04/11,NOT SPECIFIED,Ord_1634
09/12/12,HIGH,Ord_1635
11/06/14,LOW,Ord_1636
12/07/03,LOW,Ord_1637
11/09/23,NOT SPECIFIED,Ord_1638
10/10/22,HIGH,Ord_1639
12/04/25,NOT SPECIFIED,Ord_1640
09/08/18,MEDIUM,Ord_1641
09/02/04,CRITICAL,Ord_1642
12/05/24,CRITICAL,Ord_1643
09/04/07,MEDIUM,Ord_1644
11/03/17,HIGH,Ord_1645
12/06/16,MEDIUM,Ord_1646
12/04/15,CRITICAL,Ord_1647
11/03/24,MEDIUM,Ord_1648
12/02/05,LOW,Ord_1649
11/04/12,HIGH,Ord_1650
10/04/10,CRITICAL,Ord_1651
09/09/19,CRITICAL,Ord_1652
09/07/12,CRITICAL,Ord_1653
11/08/28,CRITICAL,Ord_1654
12/03/20,LOW,Ord_1655
10/01/22,MEDIUM,Ord_1656
12/10/22,HIGH,Ord_1657
09/03/22,NOT SPECIFIED,Ord_1658
09/02/16,MEDIUM,Ord_1659
09/04/07,LOW,Ord_1660
11/11/25,LOW,Ord_1661
10/11/05,NOT SPECIFIED,Ord_1662
10/01/05,CRITICAL,Ord_1663
09/05/01,CRITICAL,Ord_1664
09/03/23,MEDIUM,Ord_1665
09/03/24,MEDIUM,Ord_1666
10/03/01,NOT SPECIFIED,Ord_1667
09/07/26,LOW,Ord_1668
11/04/01,HIGH,Ord_1669
12/01/02,HIGH,Ord_1670
10/10/27,MEDIUM,Ord_1671
11/08/22,MEDIUM,Ord_1672
10/07/06,LOW,Ord_1673
12/05/13,CRITICAL,Ord_1674
12/05/26,MEDIUM,Ord_1675
12/02/26,LOW,Ord_1676
11/07/10,LOW,Ord_1677
12/11/04,MEDIUM,Ord_1678
12/10/12,CRITICAL,Ord_1679
09/12/22,LOW,Ord_1680
12/04/30,NOT SPECIFIED,Ord_1681
11/07/15,MEDIUM,Ord_1682
09/12/02,MEDIUM,Ord_1683
12/12/27,HIGH,Ord_1684
11/08/19,NOT SPECIFIED,Ord_1685
11/06/02,CRITICAL,Ord_1686
12/09/13,NOT SPECIFIED,Ord_1687
10/11/18,HIGH,Ord_1688
10/07/25,LOW,Ord_1689
12/07/29,LOW,Ord_1690
09/07/21,NOT SPECIFIED,Ord_1691
10/09/12,NOT SPECIFIED,Ord_1692
11/02/20,HIGH,Ord_1693
09/12/13,CRITICAL,Ord_1694
12/04/24,HIGH,Ord_1695
12/02/23,LOW,Ord_1696
12/01/22,NOT SPECIFIED,Ord_1697
11/04/09,CRITICAL,Ord_1698
11/11/22,MEDIUM,Ord_1699
09/12/23,HIGH,Ord_1700
11/10/23,NOT SPECIFIED,Ord_1701
09/01/03,LOW,Ord_1702
12/06/08,HIGH,Ord_1703
09/11/22,MEDIUM,Ord_1704
11/10/11,NOT SPECIFIED,Ord_1705
09/01/27,NOT SPECIFIED,Ord_1706
10/11/20,HIGH,Ord_1707
12/09/01,HIGH,Ord_1708
09/03/18,CRITICAL,Ord_1709
11/04/13,CRITICAL,Ord_1710
12/07/21,LOW,Ord_1711
12/07/15,NOT SPECIFIED,Ord_1712
09/10/10,HIGH,Ord_1713
12/05/22,LOW,Ord_1714
09/05/23,NOT SPECIFIED,Ord_1715
09/04/16,CRITICAL,Ord_1716
09/12/26,NOT SPECIFIED,Ord_1717
10/09/10,NOT SPECIFIED,Ord_1718
10/09/02,CRITICAL,Ord_1719
11/11/26,LOW,Ord_1720
11/04/05,CRITICAL,Ord_1721
10/03/06,NOT SPECIFIED,Ord_1722
09/08/28,MEDIUM,Ord_1723
09/10/13,HIGH,Ord_1724
09/12/22,NOT SPECIFIED,Ord_1725
12/07/26,LOW,Ord_1726
09/05/08,MEDIUM,Ord_1727
11/01/29,MEDIUM,Ord_1728
10/09/21,NOT SPECIFIED,Ord_1729
10/03/08,HIGH,Ord_1730
12/07/25,HIGH,Ord_1731
10/01/26,LOW,Ord_1732
12/01/16,CRITICAL,Ord_1733
11/06/19,MEDIUM,Ord_1734
10/09/06,MEDIUM,Ord_1735
11/11/26,HIGH,Ord_1736
12/05/08,HIGH,Ord_1737
11/02/15,LOW,Ord_1738
11/05/26,HIGH,Ord_1739
09/08/11,LOW,Ord_1740
12/09/13,LOW,Ord_1741
09/10/28,HIGH,Ord_1742
12/08/06,MEDIUM,Ord_1743
10/02/12,NOT SPECIFIED,Ord_1744
12/10/17,MEDIUM,Ord_1745
12/09/21,NOT SPECIFIED,Ord_1746
11/12/07,HIGH,Ord_1747
11/05/22,MEDIUM,Ord_1748
11/10/11,LOW,Ord_1749
09/09/18,HIGH,Ord_1750
09/02/24,CRITICAL,Ord_1751
09/03/20,NOT SPECIFIED,Ord_1752
12/05/17,HIGH,Ord_1753
10/02/17,CRITICAL,Ord_1754
09/02/08,CRITICAL,Ord_1755
09/03/17,MEDIUM,Ord_1756
09/09/01,LOW,Ord_1757
12/02/09,HIGH,Ord_1758
09/09/04,NOT SPECIFIED,Ord_1759
09/06/04,LOW,Ord_1760
09/09/12,MEDIUM,Ord_1761
09/01/04,NOT SPECIFIED,Ord_1762
10/05/08,CRITICAL,Ord_1763
10/09/28,LOW,Ord_1764
10/06/17,LOW,Ord_1765
10/10/05,NOT SPECIFIED,Ord_1766
12/09/12,CRITICAL,Ord_1767
12/09/04,MEDIUM,Ord_1768
09/11/20,CRITICAL,Ord_1769
09/07/26,MEDIUM,Ord_1770
09/02/04,MEDIUM,Ord_1771
11/01/06,HIGH,Ord_1772
09/02/12,LOW,Ord_1773
11/03/15,LOW,Ord_1774
11/12/20,MEDIUM,Ord_1775
12/05/01,HIGH,Ord_1776
10/10/10,NOT SPECIFIED,Ord_1777
12/09/04,MEDIUM,Ord_1778
12/07/22,NOT SPECIFIED,Ord_1779
09/09/23,LOW,Ord_1780
10/01/20,MEDIUM,Ord_1781
12/03/16,HIGH,Ord_1782
11/10/09,CRITICAL,Ord_1783
10/04/18,NOT SPECIFIED,Ord_1784
12/06/12,MEDIUM,Ord_1785
09/01/24,MEDIUM,Ord_1786
10/07/03,NOT SPECIFIED,Ord_1787
10/02/27,LOW,Ord_1788
10/08/16,LOW,Ord_1789
09/12/20,HIGH,Ord_1790
09/05/12,MEDIUM,Ord_1791
10/06/27,NOT SPECIFIED,Ord_1792
09/05/13,MEDIUM,Ord_1793
11/02/25,LOW,Ord_1794
11/05/06,LOW,Ord_1795
10/03/13,MEDIUM,Ord_1796
09/09/19,NOT SPECIFIED,Ord_1797
10/02/25,LOW,Ord_1798
11/03/20,HIGH,Ord_1799
12/10/11,CRITICAL,Ord_1800
10/11/29,MEDIUM,Ord_1801
11/07/14,NOT SPECIFIED,Ord_1802
12/12/05,MEDIUM,Ord_1803
09/12/28,LOW,Ord_1804
09/03/15,MEDIUM,Ord_1805
11/01/03,CRITICAL,Ord_1806
12/07/13,MEDIUM,Ord_1807
11/11/16,HIGH,Ord_1808
12/07/19,MEDIUM,Ord_1809
12/03/09,HIGH,Ord_1810
12/09/19,LOW,Ord_1811
09/01/04,MEDIUM,Ord_1812
10/03/01,MEDIUM,Ord_1813
11/01/24,NOT SPECIFIED,Ord_1814
10/05/17,CRITICAL,Ord_1815
11/09/23,LOW,Ord_1816
11/09/15,MEDIUM,Ord_1817
12/12/21,MEDIUM,Ord_1818
09/10/31,CRITICAL,Ord_1819
12/05/01,HIGH,Ord_1820
09/04/22,MEDIUM,Ord_1821
11/07/16,LOW,Ord_1822
10/06/30,HIGH,Ord_1823
09/07/24,NOT SPECIFIED,Ord_1824
10/10/15,LOW,Ord_1825
09/02/26,MEDIUM,Ord_1826
12/10/22,LOW,Ord_1827
09/04/14,LOW,Ord_1828
10/08/09,CRITICAL,Ord_1829
10/09/17,LOW,Ord_1830
11/06/08,NOT SPECIFIED,Ord_1831
09/10/06,HIGH,Ord_1832
12/08/20,MEDIUM,Ord_1833
10/03/15,NOT SPECIFIED,Ord_1834
12/01/11,LOW,Ord_1835
12/07/26,NOT SPECIFIED,Ord_1836
10/05/15,HIGH,Ord_1837
12/10/28,LOW,Ord_1838
09/05/21,CRITICAL,Ord_1839
11/02/09,NOT SPECIFIED,Ord_1840
12/09/10,HIGH,Ord_1841
09/12/19,MEDIUM,Ord_1842
12/03/03,MEDIUM,Ord_1843
12/09/14,HIGH,Ord_1844
12/08/11,NOT SPECIFIED,Ord_1845
10/02/23,MEDIUM,Ord_1846
10/12/03,NOT SPECIFIED,Ord_1847
11/08/23,LOW,Ord_1848
12/11/06,MEDIUM,Ord_1849
10/03/16,LOW,Ord_1850
12/04/10,NOT SPECIFIED,Ord_1851
10/05/12,LOW,Ord_1852
09/06/01,LOW,Ord_1853
09/02/06,CRITICAL,Ord_1854
09/10/22,HIGH,Ord_1855
10/10/22,NOT SPECIFIED,Ord_1856
12/09/02,NOT SPECIFIED,Ord_1857
11/01/11,CRITICAL,Ord_1858
11/01/13,HIGH,Ord_1859
09/04/29,NOT SPECIFIED,Ord_1860
10/04/08,CRITICAL,Ord_1861
12/04/22,LOW,Ord_1862
09/02/26,CRITICAL,Ord_1863
10/08/01,CRITICAL,Ord_1864
10/09/15,MEDIUM,Ord_1865
09/02/06,NOT SPECIFIED,Ord_1866
10/02/25,MEDIUM,Ord_1867
10/05/23,NOT SPECIFIED,Ord_1868
10/07/25,CRITICAL,Ord_1869
11/01/20,CRITICAL,Ord_1870
10/02/01,LOW,Ord_1871
11/03/17,CRITICAL,Ord_1872
09/09/30,NOT SPECIFIED,Ord_1873
11/05/19,MEDIUM,Ord_1874
09/08/04,LOW,Ord_1875
10/11/02,HIGH,Ord_1876
10/05/31,LOW,Ord_1877
12/09/22,NOT SPECIFIED,Ord_1878
12/02/06,LOW,Ord_1879
12/09/12,NOT SPECIFIED,Ord_1880
12/09/02,LOW,Ord_1881
12/08/21,CRITICAL,Ord_1882
10/10/20,LOW,Ord_1883
10/03/24,MEDIUM,Ord_1884
12/06/27,LOW,Ord_1885
12/06/19,LOW,Ord_1886
12/04/04,CRITICAL,Ord_1887
12/02/06,MEDIUM,Ord_1888
09/03/18,HIGH,Ord_1889
12/05/13,HIGH,Ord_1890
11/10/18,HIGH,Ord_1891
12/06/24,NOT SPECIFIED,Ord_1892
12/12/08,HIGH,Ord_1893
10/10/16,NOT SPECIFIED,Ord_1894
09/06/22,LOW,Ord_1895
09/06/15,CRITICAL,Ord_1896
11/12/21,NOT SPECIFIED,Ord_1897
11/06/28,LOW,Ord_1898
09/08/14,HIGH,Ord_1899
12/05/01,MEDIUM,Ord_1900
12/08/23,MEDIUM,Ord_1901
09/05/27,NOT SPECIFIED,Ord_1902
10/01/09,LOW,Ord_1903
12/05/08,HIGH,Ord_1904
10/07/16,MEDIUM,Ord_1905
11/08/12,MEDIUM,Ord_1906
09/01/19,CRITICAL,Ord_1907
12/07/29,HIGH,Ord_1908
10/04/29,MEDIUM,Ord_1909
12/09/12,LOW,Ord_1910
09/07/27,MEDIUM,Ord_1911
10/01/15,CRITICAL,Ord_1912
09/06/15,NOT SPECIFIED,Ord_1913
10/03/11,HIGH,Ord_1914
12/10/28,HIGH,Ord_1915
10/01/12,HIGH,Ord_1916
11/05/21,NOT SPECIFIED,Ord_1917
12/02/09,CRITICAL,Ord_1918
11/01/16,CRITICAL,Ord_1919
10/12/09,LOW,Ord_1920
12/04/27,LOW,Ord_1921
11/12/31,HIGH,Ord_1922
10/06/11,LOW,Ord_1923
11/01/31,HIGH,Ord_1924
11/10/30,HIGH,Ord_1925
10/06/26,HIGH,Ord_1926
10/09/03,LOW,Ord_1927
10/10/31,MEDIUM,Ord_1928
09/07/29,MEDIUM,Ord_1929
09/07/26,LOW,Ord_1930
09/11/01,NOT SPECIFIED,Ord_1931
11/02/02,CRITICAL,Ord_1932
11/02/18,CRITICAL,Ord_1933
09/05/14,NOT SPECIFIED,Ord_1934
10/10/09,HIGH,Ord_1935
10/04/15,NOT SPECIFIED,Ord_1936
11/12/29,HIGH,Ord_1937
10/09/29,NOT SPECIFIED,Ord_1938
09/02/21,CRITICAL,Ord_1939
09/05/18,MEDIUM,Ord_1940
09/10/26,HIGH,Ord_1941
09/03/24,CRITICAL,Ord_1942
10/12/25,CRITICAL,Ord_1943
12/04/22,HIGH,Ord_1944
10/11/17,NOT SPECIFIED,Ord_1945
10/12/19,MEDIUM,Ord_1946
12/11/09,CRITICAL,Ord_1947
09/07/21,NOT SPECIFIED,Ord_1948
11/06/14,NOT SPECIFIED,Ord_1949
09/04/10,LOW,Ord_1950
11/08/21,MEDIUM,Ord_1951
11/08/21,LOW,Ord_1952
11/01/24,MEDIUM,Ord_1953
09/08/27,HIGH,Ord_1954
10/09/03,MEDIUM,Ord_1955
12/10/30,LOW,Ord_1956
10/10/19,NOT SPECIFIED,Ord_1957
11/02/21,CRITICAL,Ord_1958
10/07/16,LOW,Ord_1959
09/12/09,NOT SPECIFIED,Ord_1960
09/11/05,LOW,Ord_1961
12/03/01,LOW,Ord_1962
11/12/21,HIGH,Ord_1963
09/09/12,LOW,Ord_1964
11/10/26,NOT SPECIFIED,Ord_1965
09/08/31,NOT SPECIFIED,Ord_1966
11/12/18,MEDIUM,Ord_1967
10/01/17,NOT SPECIFIED,Ord_1968
09/06/06,CRITICAL,Ord_1969
11/08/05,HIGH,Ord_1970
09/05/19,LOW,Ord_1971
12/02/07,NOT SPECIFIED,Ord_1972
11/05/27,MEDIUM,Ord_1973
11/07/27,CRITICAL,Ord_1974
11/11/26,NOT SPECIFIED,Ord_1975
12/08/11,LOW,Ord_1976
11/02/04,LOW,Ord_1977
10/11/01,HIGH,Ord_1978
10/02/13,NOT SPECIFIED,Ord_1979
12/12/12,NOT SPECIFIED,Ord_1980
10/10/06,MEDIUM,Ord_1981
10/12/28,CRITICAL,Ord_1982
10/10/16,LOW,Ord_1983
10/03/16,HIGH,Ord_1984
09/04/11,CRITICAL,Ord_1985
09/06/22,MEDIUM,Ord_1986
09/05/25,HIGH,Ord_1987
10/12/20,NOT SPECIFIED,Ord_1988
10/01/06,LOW,Ord_1989
11/12/22,CRITICAL,Ord_1990
10/11/25,LOW,Ord_1991
10/07/01,MEDIUM,Ord_1992
09/12/19,HIGH,Ord_1993
12/01/23,NOT SPECIFIED,Ord_1994
11/12/08,LOW,Ord_1995
09/09/14,HIGH,Ord_1996
12/12/23,NOT SPECIFIED,Ord_1997
09/04/14,MEDIUM,Ord_1998
11/02/13,MEDIUM,Ord_1999
09/02/24,CRITICAL,Ord_2000
11/10/26,CRITICAL,Ord_2001
09/06/04,CRITICAL,Ord_2002
12/05/13,CRITICAL,Ord_2003
10/07/10,NOT SPECIFIED,Ord_2004
09/03/29,HIGH,Ord_2005
12/04/09,LOW,Ord_2006
11/04/29,LOW,Ord_2007
11/04/24,HIGH,Ord_2008
12/05/13,HIGH,Ord_2009
11/12/30,LOW,Ord_2010
11/06/29,CRITICAL,Ord_2011
10/06/15,LOW,Ord_2012
10/05/14,MEDIUM,Ord_2013
10/03/04,LOW,Ord_2014
10/08/17,HIGH,Ord_2015
10/05/30,MEDIUM,Ord_2016
12/01/16,HIGH,Ord_2017
10/11/30,CRITICAL,Ord_2018
11/12/29,CRITICAL,Ord_2019
09/07/28,CRITICAL,Ord_2020
10/10/13,MEDIUM,Ord_2021
09/05/05,MEDIUM,Ord_2022
12/03/28,MEDIUM,Ord_2023
09/08/16,LOW,Ord_2024
10/10/06,HIGH,Ord_2025
12/02/15,MEDIUM,Ord_2026
12/06/16,MEDIUM,Ord_2027
12/09/27,LOW,Ord_2028
10/09/26,LOW,Ord_2029
11/03/20,LOW,Ord_2030
10/06/05,LOW,Ord_2031
09/09/01,NOT SPECIFIED,Ord_2032
11/02/24,HIGH,Ord_2033
11/11/30,NOT SPECIFIED,Ord_2034
09/07/31,CRITICAL,Ord_2035
10/07/26,HIGH,Ord_2036
12/12/10,HIGH,Ord_2037
09/08/07,LOW,Ord_2038
12/09/20,CRITICAL,Ord_2039
12/10/06,CRITICAL,Ord_2040
12/08/27,HIGH,Ord_2041
09/07/06,LOW,Ord_2042
10/07/25,HIGH,Ord_2043
09/07/01,LOW,Ord_2044
10/12/05,LOW,Ord_2045
09/10/11,LOW,Ord_2046
09/08/22,CRITICAL,Ord_2047
10/10/16,MEDIUM,Ord_2048
11/03/21,CRITICAL,Ord_2049
12/01/09,MEDIUM,Ord_2050
10/06/21,HIGH,Ord_2051
12/01/27,MEDIUM,Ord_2052
09/01/09,CRITICAL,Ord_2053
11/10/25,MEDIUM,Ord_2054
10/03/03,MEDIUM,Ord_2055
11/03/03,LOW,Ord_2056
11/02/14,NOT SPECIFIED,Ord_2057
12/09/25,NOT SPECIFIED,Ord_2058
11/11/11,MEDIUM,Ord_2059
09/06/24,MEDIUM,Ord_2060
11/07/27,CRITICAL,Ord_2061
12/02/14,HIGH,Ord_2062
12/03/12,CRITICAL,Ord_2063
10/01/14,CRITICAL,Ord_2064
11/03/06,HIGH,Ord_2065
12/11/30,HIGH,Ord_2066
10/02/06,HIGH,Ord_2067
09/08/31,MEDIUM,Ord_2068
12/10/14,HIGH,Ord_2069
09/02/06,MEDIUM,Ord_2070
09/06/29,HIGH,Ord_2071
10/06/28,LOW,Ord_2072
09/01/16,CRITICAL,Ord_2073
10/10/28,NOT SPECIFIED,Ord_2074
09/08/02,NOT SPECIFIED,Ord_2075
11/09/11,CRITICAL,Ord_2076
12/03/16,CRITICAL,Ord_2077
09/09/30,CRITICAL,Ord_2078
09/11/06,HIGH,Ord_2079
12/12/01,LOW,Ord_2080
10/03/24,NOT SPECIFIED,Ord_2081
11/11/22,MEDIUM,Ord_2082
09/05/28,MEDIUM,Ord_2083
11/06/25,LOW,Ord_2084
10/05/04,LOW,Ord_2085
11/06/01,MEDIUM,Ord_2086
12/10/08,LOW,Ord_2087
09/12/23,NOT SPECIFIED,Ord_2088
12/09/08,LOW,Ord_2089
11/06/16,CRITICAL,Ord_2090
09/03/17,NOT SPECIFIED,Ord_2091
11/04/28,HIGH,Ord_2092
10/02/24,LOW,Ord_2093
09/11/09,CRITICAL,Ord_2094
10/05/07,NOT SPECIFIED,Ord_2095
12/12/06,LOW,Ord_2096
10/03/27,HIGH,Ord_2097
10/03/03,LOW,Ord_2098
12/09/24,NOT SPECIFIED,Ord_2099
10/04/23,NOT SPECIFIED,Ord_2100
11/08/17,MEDIUM,Ord_2101
11/04/18,HIGH,Ord_2102
09/01/01,NOT SPECIFIED,Ord_2103
11/09/05,HIGH,Ord_2104
11/04/08,HIGH,Ord_2105
12/06/26,NOT SPECIFIED,Ord_2106
12/12/02,MEDIUM,Ord_2107
11/04/08,NOT SPECIFIED,Ord_2108
11/10/12,NOT SPECIFIED,Ord_2109
11/02/24,MEDIUM,Ord_2110
10/07/18,CRITICAL,Ord_2111
11/06/12,NOT SPECIFIED,Ord_2112
12/02/27,LOW,Ord_2113
09/04/10,LOW,Ord_2114
10/03/12,NOT SPECIFIED,Ord_2115
12/02/27,HIGH,Ord_2116
09/12/20,CRITICAL,Ord_2117
10/09/19,LOW,Ord_2118
10/07/05,MEDIUM,Ord_2119
09/06/20,NOT SPECIFIED,Ord_2120
09/03/13,MEDIUM,Ord_2121
10/11/05,MEDIUM,Ord_2122
11/03/01,MEDIUM,Ord_2123
12/06/11,MEDIUM,Ord_2124
11/11/22,HIGH,Ord_2125
10/08/18,NOT SPECIFIED,Ord_2126
11/06/02,MEDIUM,Ord_2127
09/10/10,CRITICAL,Ord_2128
12/07/02,HIGH,Ord_2129
12/01/20,HIGH,Ord_2130
11/03/10,MEDIUM,Ord_2131
11/06/14,CRITICAL,Ord_2132
09/06/22,CRITICAL,Ord_2133
12/07/22,CRITICAL,Ord_2134
11/06/01,HIGH,Ord_2135
10/08/28,CRITICAL,Ord_2136
10/05/18,LOW,Ord_2137
11/10/28,LOW,Ord_2138
11/11/19,NOT SPECIFIED,Ord_2139
12/12/14,MEDIUM,Ord_2140
11/12/19,MEDIUM,Ord_2141
11/03/18,CRITICAL,Ord_2142
12/05/31,HIGH,Ord_2143
11/07/15,HIGH,Ord_2144
10/06/14,HIGH,Ord_2145
11/06/06,LOW,Ord_2146
10/06/22,NOT SPECIFIED,Ord_2147
12/01/02,CRITICAL,Ord_2148
10/01/16,CRITICAL,Ord_2149
09/08/14,HIGH,Ord_2150
12/03/30,CRITICAL,Ord_2151
11/05/21,LOW,Ord_2152
10/04/17,MEDIUM,Ord_2153
11/02/03,HIGH,Ord_2154
10/06/10,NOT SPECIFIED,Ord_2155
11/04/21,NOT SPECIFIED,Ord_2156
12/10/29,LOW,Ord_2157
10/07/15,LOW,Ord_2158
12/01/23,MEDIUM,Ord_2159
10/06/16,NOT SPECIFIED,Ord_2160
10/06/19,CRITICAL,Ord_2161
12/10/09,HIGH,Ord_2162
09/12/01,CRITICAL,Ord_2163
12/06/18,CRITICAL,Ord_2164
10/05/26,HIGH,Ord_2165
09/10/30,HIGH,Ord_2166
09/08/22,NOT SPECIFIED,Ord_2167
10/01/04,HIGH,Ord_2168
10/12/05,MEDIUM,Ord_2169
10/03/24,CRITICAL,Ord_2170
12/01/24,LOW,Ord_2171
